track,card_id,race_date,breed,name,weight,age,sex,meds_and_equip,jockey,dollar_odds,program_number,post_position,claim_price,start_position,finish_position,finish_time,speed_rating,trainer,owner,win_payoff,place_payoff,show_payoff,weather,distance,race_type,track_conditions
WO ,D,2016-09-05 00:00:00,TB,Ransom Rose,119,3,F,Lb,G Boulanger,2.65,10.0,8,10000,3.0,5.0,0.0,71.0,McClachrie Denyse,Ryan Shane Kerbel,0.0,0.0,0.0,Showery,650.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,R Power Grid,119,3,G,Lb,E R Da Silva,1.2,1.0,1,8000,6.0,4.0,0.0,66.0,Fournier Mark,C S Dowson Farms,0.0,0.0,0.0,Cloudy,500.0,Maiden Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Dancin Cassie,123,4,M,L,S Ryan,90.6,2.0,2,10000,3.0,7.0,0.0,75.0,Hinds Austin,Austin Hinds,0.0,0.0,0.0,Cloudy,500.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Dare to Bear,118,2,G,Lb,G Olguin,25.85,3.0,3,25000,6.0,8.0,0.0,0.0,De Paulo Michael P,"Annecchini, Frank and D'Alimonte Holdings, Inc.",0.0,0.0,0.0,Cloudy,850.0,Maiden Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Splendid Glory,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,500.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Sherwood Forester,119,3,F,Lb,J Crawford,49.15,5.0,5,10000,8.0,9.0,0.0,70.0,Wells Stephen R,Stephen R. Wells,0.0,0.0,0.0,Cloudy,500.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Lady St Clements,119,5,M,Lbf,P Husbands,2.6,10.0,9,9500,2.0,2.0,0.0,81.0,Vella Daniel J,"Shefsky, Stephan, Shefsky, Rita, Kruth, Willy, Kruth, Toby and Vella, Daniel J.",0.0,3.5,2.5,Cloudy,500.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Vinolicious,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,500.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Bella Humor,119,4,M,L,A Garcia,3.0,4.0,3,7500,5.0,5.0,0.0,70.0,Fehr Alec,Fehr Alec and Mohanlall Rattan K,0.0,0.0,0.0,Cloudy,500.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Little Christmas,115,3,F,L,L Contreras,5.2,5.0,5,37500,1.0,4.0,0.0,65.0,Rose Robert J,Equus Holdings,0.0,0.0,0.0,Showery,850.0,Claiming,FM
WO ,D,2016-09-05 00:00:00,TB,Kate's Whistle,115,3,F,Lb,S Ryan,8.95,3.0,3,37500,5.0,1.0,0.0,69.0,Biamonte Ralph J,Mary E. Biamonte,0.0,11.1,6.7,Showery,850.0,Claiming,FM
WO ,D,2016-09-05 00:00:00,TB,Mel's Ring,119,4,M,Lb,R M Hernandez,3.1,2.0,2,7500,4.0,3.0,0.0,79.0,Biamonte Ralph J,C. E. C. Farms,0.0,0.0,2.7,Cloudy,500.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Bourbon First,119,4,G,L,S Ryan,19.3,6.0,6,15000,5.0,6.0,0.0,77.0,McClachrie Denyse,Ryan Shane Kerbel,0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Keeplaffinleslie,117,3,F,Lb,L Contreras,5.7,1.0,1,8000,2.0,2.0,0.0,82.0,Ross John A,"Broughton, Brian and J.R. Racing Stable Inc.",0.0,4.9,3.2,Cloudy,500.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Danger Bay,119,7,R,L,E R Da Silva,4.6,1.0,1,60000,8.0,7.0,0.0,96.0,Attard Sid C,Norseman Racing Stable,0.0,0.0,0.0,Showery,850.0,Allowance Optional Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Pinch My Cheeks,123,5,M,L,J I Alderson,6.7,8.0,8,10000,3.0,4.0,0.0,74.0,Carston Lorna,Russell Melvin and Carston Lorna,0.0,0.0,0.0,Showery,650.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Jean's a Lady,117,6,M,L,J I Alderson,36.2,1.0,1,0,6.0,5.0,0.0,65.0,Jones Roy C,"John, Curtis and Panza, Gino",0.0,0.0,0.0,Clear,600.0,Starters Allowance,FT
WO ,D,2016-09-05 00:00:00,TB,Ring for Essa,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Green Doctor,119,4,M,Lb,G Boulanger,2.35,4.0,4,60000,3.0,1.0,0.0,89.0,LeBlanc Jr Jr John P,"Gierkink, Ron and William",6.7,3.6,2.9,Cloudy,650.0,Allowance Optional Claiming,GD
WO ,D,2016-09-05 00:00:00,TB,Toll the Bell,118,3,G,Lb,P Husbands,9.55,10.0,9,19000,5.0,4.0,0.0,78.0,Drexler Martin,"Rowbotham, D. and Partners",0.0,0.0,0.0,Showery,650.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Cold Hearted Pearl,121,2,F,L,R M Hernandez,63.45,12.0,12,0,6.0,8.0,0.0,73.0,Helmbrecht William R,Jon Jazdzewski,0.0,0.0,0.0,Cloudy,800.0,Stakes,FM
WO ,D,2016-09-05 00:00:00,TB,That's You Not Me,119,3,F,Lb,J M Campbell,7.3,9.0,8,20000,3.0,6.0,0.0,67.0,Gonzalez Nicholas,Norcliffe Hall Stable and Gonzalez Martha K,0.0,0.0,0.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Hot Kiss,121,4,M,L,R M Hernandez,0.75,6.0,6,0,2.0,2.0,0.0,83.0,De Paulo Michael P,Phoenix Racing,0.0,2.4,2.1,Cloudy,850.0,Stakes,FT
WO ,D,2016-09-05 00:00:00,TB,Light My Path,121,4,M,L,A Garcia,4.6,1.0,1,10000,3.0,2.0,0.0,77.0,Chircop Steven,"Cirillo, Frank and Chircop, Steven",0.0,4.9,3.3,Cloudy,700.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Comedy Gold,121,5,G,L,T Wong,2.15,5.0,5,11500,3.0,1.0,0.0,70.0,Sadler Ronald H,Kanny Ng,6.3,3.2,2.5,Cloudy,700.0,Maiden Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Exile Train,120,3,G,Lb,M Z Buchanan,45.9,2.0,2,11500,4.0,7.0,0.0,11.0,Robinson Lorenzo,Lorenzo Robinson,0.0,0.0,0.0,Cloudy,700.0,Maiden Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Amalfi Chris,120,2,G,L,E Wilson,5.45,1.0,1,20000,5.0,5.0,0.0,48.0,Gonzalez Nicholas,"Terra Racing Stable and Gonzalez, Martha",0.0,0.0,0.0,Cloudy,700.0,Maiden Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Executive Class,119,5,M,b,R Dacosta,73.7,8.0,8,6000,4.0,8.0,0.0,22.0,Jolin Chris,Marija Ulemek,0.0,0.0,0.0,Showery,700.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Triple Sevens,120,3,F,L,B A Alderson,13.6,4.0,4,20000,6.0,6.0,0.0,43.0,Paterson Marjorie A,Marjorie A. Paterson,0.0,0.0,0.0,Cloudy,650.0,Maiden Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Devilish Style,121,4,M,Lb,T Wong,22.25,7.0,6,19000,4.0,4.0,0.0,78.0,Sadler Ronald H,Kanny Ng,0.0,0.0,0.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Buried Treasure,116,4,G,L,F Crausaz,89.4,8.0,8,11500,5.0,8.0,0.0,35.0,Birtch Daniel R,Birtch Daniel and Birtch Ryan,0.0,0.0,0.0,Cloudy,700.0,Maiden Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Kasuga,121,4,M,L,E Wilson,2.5,3.0,2,0,2.0,3.0,0.0,91.0,Drexler Martin,Joey Gee Thoroughbreds,0.0,0.0,3.1,Cloudy,600.0,Allowance,GD
WO ,D,2016-09-05 00:00:00,TB,Queenie's Boss,119,3,F,Lb,E R Da Silva,3.5,5.0,5,10000,1.0,4.0,0.0,72.0,Katryan Abraham R,Pais Harry B and Katryan Abraham,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-09-06 00:00:00,TB,Awfully Sinful,120,7,M,Lb,E R Da Silva,0.95,3.0,3,0,4.0,2.0,0.0,77.0,Wright Michael W,"Michael Wright Racing Stable, Inc.",0.0,2.7,2.1,Cloudy,850.0,Starters Allowance,FT
WO ,D,2016-09-06 00:00:00,TB,Bel Ayr Bay,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Clear,550.0,Maiden Claiming,FM
WO ,D,2016-09-06 00:00:00,TB,Bel Ayr Bay,114,3,F,L,K Pizarro,67.7,8.0,8,7500,8.0,8.0,0.0,40.0,Rose Robert J,Rose Robert J and Jam Rock Stable,0.0,0.0,0.0,Cloudy,500.0,Maiden Claiming,FT
WO ,D,2016-09-06 00:00:00,TB,Primordia,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,700.0,Allowance,FT
WO ,D,2016-09-06 00:00:00,TB,World Peace,118,3,F,L,P Husbands,8.9,5.0,5,0,1.0,7.0,0.0,80.0,Catalano Wayne M,Eclipse Thoroughbred Partners,0.0,0.0,0.0,Cloudy,650.0,Stakes,FT
WO ,D,2016-09-06 00:00:00,TB,Just Let Loose,119,6,M,Lb,S Singh,85.2,12.0,11,9500,9.0,10.0,0.0,53.0,Robillard Julie,Bruno Schickedanz,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-09-06 00:00:00,TB,Bel Ayr Bay,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,550.0,Maiden Claiming,FM
WO ,D,2016-09-06 00:00:00,TB,Primordia,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Clear,900.0,Allowance,FM
WO ,D,2016-09-06 00:00:00,TB,Sublime Symphony,119,4,M,Lb,M Pinto,13.55,3.0,3,6000,2.0,7.0,0.0,56.0,Robillard Joshua,Cathy Noyes,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-09-06 00:00:00,TB,Windance,117,3,G,Lb,S Singh,9.4,6.0,6,9500,1.0,8.0,0.0,57.0,Robillard Joshua,Mary-Lynn A. Agostino,0.0,0.0,0.0,Cloudy,850.0,Maiden Claiming,FT
WO ,D,2016-09-06 00:00:00,TB,Chia Love,121,4,M,Lb,L Contreras,10.25,7.0,7,16000,6.0,5.0,0.0,80.0,Biamonte Ralph J,Brad Auger,0.0,0.0,0.0,Cloudy,550.0,Claiming,GD
WO ,D,2016-09-06 00:00:00,TB,Primordia,116,6,M,L,J Crawford,6.35,2.0,2,0,3.0,4.0,0.0,68.0,Crook Alison,Tequesta Racing Inc. and AAA Racing Stable,0.0,0.0,0.0,Cloudy,850.0,Starters Allowance,FT
WO ,D,2016-09-06 00:00:00,TB,Forever Krz,115,3,G,Lb,O Moreno,30.6,11.0,11,9500,8.0,8.0,0.0,67.0,De Paulo Michael P,Josephine DePaulo,0.0,0.0,0.0,Clear,900.0,Claiming,FT
WO ,D,2016-09-06 00:00:00,TB,Hats Off,118,3,F,Lb,K Johnson,23.1,8.0,8,7500,1.0,8.0,0.0,24.0,Cox Gail,"Menary, John and Cox, Gail",0.0,0.0,0.0,Cloudy,500.0,Maiden Claiming,FT
WO ,D,2016-09-06 00:00:00,TB,Molinaro Anna,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,550.0,Maiden Claiming,FM
WO ,D,2016-09-06 00:00:00,TB,Molinaro Anna,116,4,M,L,A D Auger,41.6,1.0,1,7500,6.0,4.0,0.0,42.0,Armata W V,Enza Armata,0.0,0.0,0.0,Cloudy,600.0,Maiden Claiming,FT
WO ,D,2016-09-06 00:00:00,TB,Hockey,119,6,G,L,T Wong,66.75,8.0,7,9500,13.0,3.0,0.0,80.0,Armata W V,Enza Armata,0.0,0.0,25.6,Cloudy,850.0,Claiming,FT
WO ,D,2016-09-07 00:00:00,TB,Red Hot Looks,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,600.0,Allowance,FT
WO ,D,2016-09-07 00:00:00,TB,Whistle Dixie,119,2,F,by,S Ryan,26.85,1.0,1,50000,4.0,6.0,0.0,39.0,Potts Jr Ron G,Penn Kendra and Penn Alex,0.0,0.0,0.0,Rainy,500.0,Maiden Claiming,FT
WO ,D,2016-09-08 00:00:00,TB,Royal Son,121,4,G,L,P Husbands,1.65,3.0,3,0,2.0,1.0,0.0,105.0,Casse Mark E,Barber Gary Wachtel Stable Brous Stable LLC and Highclere America LLC,5.3,3.4,0.0,Cloudy,850.0,Allowance,FT
WO ,D,2016-09-08 00:00:00,TB,Braveman,121,6,H,Lb,R M Hernandez,1.55,2.0,2,12500,3.0,2.0,0.0,84.0,Potts Jr Ron G,"Carl L. Hess, Jr.",0.0,3.1,2.4,Cloudy,850.0,Claiming,FT
WO ,D,2016-09-08 00:00:00,TB,Braveman,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Clear,550.0,Claiming,GD
WO ,D,2016-09-08 00:00:00,TB,Stormy Play,119,3,F,L,E Wilson,5.1,4.0,4,0,7.0,8.0,0.0,58.0,Attfield Roger L,Robert S. Evans,0.0,0.0,0.0,Cloudy,650.0,Maiden Special Weight,FT
WO ,D,2016-09-09 00:00:00,TB,Ice Festival,121,4,M,L,L Contreras,1.75,2.0,2,0,2.0,1.0,0.0,97.0,Attard Sid C,Stronach Stables,5.5,3.4,2.5,Cloudy,850.0,Allowance Optional Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Irusan,119,9,G,L,D Moran,7.8,6.0,5,6000,5.0,5.0,0.0,77.0,Doyle Michael J,Upland Farm,0.0,0.0,0.0,Showery,700.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,D's Benefaction,119,3,F,Lb,S Singh,84.25,5.0,4,0,6.0,10.0,0.0,65.0,Dominguez Jr Ramon,York Tech Racing Stable,0.0,0.0,0.0,Clear,800.0,Maiden Optional Claiming,GD
WO ,D,2016-09-09 00:00:00,TB,Northern Fern,116,3,F,L,T Wong,9.45,6.0,6,37500,7.0,3.0,0.0,67.0,Sadler Ronald H,Kanny Ng,0.0,0.0,0.0,Showery,850.0,Claiming,FM
WO ,D,2016-09-09 00:00:00,TB,Dyna's Recoleta,121,4,M,L,E Wilson,13.75,3.0,3,0,6.0,2.0,0.0,89.0,Attfield Roger L,Charles E. Fipke,0.0,10.5,5.5,Cloudy,850.0,Allowance Optional Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Chief Chato,121,6,G,Lb,G Olguin,5.2,6.0,6,25000,1.0,8.0,0.0,91.0,Cox Greg D,"McCallum-Smith, Lisa and Cox, C.",0.0,0.0,0.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Glorious,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Clear,800.0,Maiden Optional Claiming,GD
WO ,D,2016-09-09 00:00:00,TB,Princess Canada,114,7,M,L,A D Auger,55.5,1.0,1,9500,6.0,8.0,0.0,49.0,Krcmar Zeljko,Zeljko Krcmar,0.0,0.0,0.0,Showery,650.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Barney Come Home,117,3,G,Lb,J V Bridgmohan,48.8,5.0,5,20000,4.0,5.0,0.0,71.0,Mattine Michael,Stacey Van Camp,0.0,0.0,0.0,Showery,650.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Kitten Candy,121,6,G,L,J I Alderson,10.95,1.0,1,25000,6.0,5.0,0.0,95.0,Tiller Robert P,"Frank D. Di Giulio, Jr.",0.0,0.0,0.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Wealthy Shipman,121,4,M,L,S R Bahen,7.05,1.0,1,0,3.0,6.0,0.0,78.0,Cotey David,"Dominion Bloodstock and HGHR, Inc.",0.0,0.0,0.0,Cloudy,850.0,Allowance Optional Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Scatter the Silver,119,3,F,Lb,S Ryan,11.15,11.0,10,40000,8.0,2.0,0.0,78.0,Attard Sid C,Norseman Racing Stable,0.0,7.5,3.4,Clear,800.0,Maiden Optional Claiming,GD
WO ,D,2016-09-09 00:00:00,TB,Rince Tapaigh,118,4,M,L,L Contreras,6.15,4.0,4,0,2.0,1.0,0.0,77.0,Attard Tino,Tino Attard,14.3,4.3,3.1,Cloudy,850.0,Starters Allowance,FT
WO ,D,2016-09-09 00:00:00,TB,Copper Kitten,121,5,M,Lb,J M Campbell,15.9,5.0,4,0,1.0,7.0,0.0,78.0,Bell David R,"Shaw, Richard F. and Jo Ellen",0.0,0.0,0.0,Cloudy,850.0,Allowance Optional Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Hesa Big Dude,121,6,G,L,I E Mosqueira,13.0,4.0,4,6250,1.0,6.0,0.0,76.0,Ladouceur Harold,Ross Knight,0.0,0.0,0.0,Showery,700.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Emma's Love,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Interject,121,5,M,L,R M Hernandez,9.05,3.0,3,0,9.0,6.0,0.0,76.0,Casse Mark E,Barber Gary and Alexander Helen C,0.0,0.0,0.0,Cloudy,700.0,Allowance Optional Claiming,GD
WO ,D,2016-09-09 00:00:00,TB,Mia's Last Gift,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,550.0,Maiden Claiming,FM
WO ,D,2016-09-09 00:00:00,TB,Yer Blues,121,6,G,Lb,K Johnson,13.9,3.0,3,6250,5.0,6.0,0.0,69.0,Jolin Chris,Sam Passero,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Rising Dough,121,7,G,Lb,J V Bridgmohan,8.65,5.0,5,6250,8.0,5.0,0.0,71.0,Pollock Bruce M,Byfield F DeCaires P Lima S Kellam D Pollock B and Buck J,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Pink Lloyd,123,4,G,L,L Contreras,1.0,2.0,2,0,8.0,1.0,0.0,106.0,Tiller Robert P,Entourage Stable,4.0,2.9,2.9,Clear,700.0,Allowance,FT
WO ,D,2016-09-09 00:00:00,TB,Ruvee,119,7,G,L,G Boulanger,16.85,6.0,6,6000,4.0,9.0,0.0,41.0,Huarte Frank,Christopher Huarte,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Apple of His Eye,114,2,F,L,R M Hernandez,1.2,5.0,5,25000,5.0,1.0,0.0,71.0,Attard Sid C,Jim Lawson,4.4,2.6,2.1,Cloudy,650.0,Maiden Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Olivia's Smile,119,2,F,Lb,P Husbands,2.4,9.0,9,20000,8.0,1.0,0.0,57.0,Griffith Ricky,Debmar Stables,6.8,3.2,2.7,Clear,700.0,Maiden Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Spunsational,119,2,F,L,S Chernetz,19.4,6.0,6,20000,2.0,4.0,0.0,42.0,Cotey David,"Dominion Bloodstock and Butzer, Barry",0.0,0.0,0.0,Clear,700.0,Maiden Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Butilovesyababe,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Showery,650.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Just Coz,118,4,M,Lf,S P Husbands,4.7,1.0,1,0,6.0,6.0,0.0,59.0,Perkins Lorna M,UN Stable,0.0,0.0,0.0,Cloudy,850.0,Starters Allowance,FT
WO ,D,2016-09-09 00:00:00,TB,Crushin It,119,3,G,Lb,R M Hernandez,1.85,1.0,1,20000,1.0,2.0,0.0,84.0,Baker Reade,David E Rogers,0.0,3.4,2.8,Showery,650.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Dunne's Dream,116,4,M,L,K Pizarro,61.7,12.0,12,10000,6.0,14.0,0.0,54.0,Bennett Cole,Vailla Kay Butler,0.0,0.0,0.0,Cloudy,900.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,I Cannot Find It,118,3,F,Lb,G Olguin,9.1,4.0,4,10000,3.0,3.0,0.0,68.0,Attard Kevin,"Lickrish, Elizabeth and Gordon",0.0,0.0,3.7,Cloudy,900.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Shogun Rua,121,6,G,L,J I Alderson,5.0,8.0,8,6000,9.0,4.0,0.0,75.0,McKnight Norman,Bruno Schickedanz,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Sierra Angel,119,6,M,Lb,R Dacosta,22.15,7.0,7,9500,1.0,8.0,0.0,35.0,Keen Howard,Waithe Elvis D and Keen Howard,0.0,0.0,0.0,Cloudy,900.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Sweet Escape,118,4,M,L,P Husbands,4.65,6.0,6,0,5.0,3.0,0.0,71.0,Keen Howard,Elvis D. Waithe,0.0,0.0,2.7,Cloudy,850.0,Starters Allowance,FT
WO ,D,2016-09-09 00:00:00,TB,Ted W,118,5,G,Lb,J M Campbell,11.9,1.0,1,0,6.0,6.0,0.0,92.0,Drexler Martin,Augusto Onesi,0.0,0.0,0.0,Cloudy,700.0,Stakes,FT
WO ,D,2016-09-09 00:00:00,TB,Brew by You,119,2,F,Lb,M Rainford,45.75,6.0,6,0,7.0,6.0,0.0,59.0,Fairlie Scott H,Ace Racing Stable Inc and Stablemates,0.0,0.0,0.0,Clear,850.0,Maiden Special Weight,FT
WO ,D,2016-09-09 00:00:00,TB,Extra Quiet,116,5,M,Lb,R M Hernandez,22.85,5.0,5,0,1.0,5.0,0.0,61.0,Greer Brandon Evan,Ward Janet E Greer Terry and Greer Brandon,0.0,0.0,0.0,Cloudy,850.0,Starters Allowance,FT
WO ,D,2016-09-09 00:00:00,TB,Interject,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,850.0,Allowance Optional Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Don't Leave Me,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,850.0,Allowance Optional Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Glorious,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,700.0,Maiden Special Weight,FT
WO ,D,2016-09-09 00:00:00,TB,Cape Mist,119,3,F,L,E R Da Silva,2.0,4.0,3,40000,1.0,1.0,0.0,84.0,Carey Julia,"Discovery Racing and Carey, Julia",6.0,3.6,2.6,Clear,800.0,Maiden Optional Claiming,GD
WO ,D,2016-09-09 00:00:00,TB,York Ranger,117,3,G,Lb,E R Da Silva,3.65,8.0,7,20000,8.0,1.0,0.0,84.0,Tiller Robert P,Rolph A. Davis,9.3,4.2,3.4,Showery,650.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Regal Mark,121,4,G,Lb,E R Da Silva,2.6,5.0,4,40000,1.0,1.0,0.0,98.0,Attard Kevin,"Attard, Kevin and Mehta, Soli",7.2,3.3,2.3,Cloudy,650.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Glorious,120,3,F,L,J McAleney,5.9,14.0,12,12500,2.0,2.0,0.0,55.0,Baker Reade,Oxney Stone Farms,0.0,6.7,4.3,Showery,850.0,Maiden Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,California Cotton,119,2,F,L,D Moran,30.0,5.0,4,0,2.0,9.0,0.0,40.0,Squires Nathan,Rowling Oaks Farm and Two Marks Racing LLC,0.0,0.0,0.0,Clear,850.0,Maiden Special Weight,FM
WO ,D,2016-09-09 00:00:00,TB,Boathouse View,118,2,F,L,J M Campbell,0.95,2.0,2,32000,7.0,1.0,0.0,76.0,Griffith Ricky,Jones Bret and Griffith Ricky,3.9,2.9,2.1,Cloudy,600.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Glorious,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,850.0,Maiden Special Weight,FT
WO ,D,2016-09-09 00:00:00,TB,Trouble in Phoenix,118,3,G,L,E Wilson,9.1,9.0,9,0,4.0,4.0,0.0,75.0,Attard Paul,Cristina Attard,0.0,0.0,0.0,Rainy,700.0,Allowance,FT
WO ,D,2016-09-09 00:00:00,TB,Constantino,121,6,G,L,G Boulanger,2.7,3.0,3,62500,6.0,3.0,0.0,100.0,Casse Mark E,Conrad Farms,0.0,0.0,2.5,Cloudy,600.0,Allowance Optional Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Hemlock Channel,121,7,G,L,R M Hernandez,0.6,5.0,5,12500,5.0,1.0,0.0,93.0,McKnight Norman,Bruno Schickedanz,3.2,2.5,2.1,Clear,650.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,French Quarter,121,5,G,Lb,S Ryan,10.45,2.0,2,62500,5.0,4.0,0.0,96.0,Mattine John,Norseman Racing Stable,0.0,0.0,0.0,Cloudy,600.0,Allowance Optional Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Bella Loco,117,2,F,L,J I Alderson,23.5,2.0,2,32000,1.0,5.0,0.0,50.0,Brnjas Ashlee,Colebrook Farms,0.0,0.0,0.0,Cloudy,850.0,Maiden Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,World Record,119,9,G,Lbf,D Johnson,95.05,12.0,12,7500,12.0,12.0,0.0,58.0,Learn Shane,Georgina E. Billers,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Mare Ford,115,2,F,L,S Ryan,91.0,10.0,9,20000,10.0,10.0,0.0,21.0,Parente Pat,George Bigliardi,0.0,0.0,0.0,Cloudy,700.0,Maiden Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Dan the Tin Man,121,6,G,Lb,J M Campbell,6.2,2.0,2,16000,8.0,1.0,0.0,102.0,Griffith Ricky,Debmar Stables,14.4,6.2,4.6,Cloudy,600.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Low in the Forest,121,4,G,L,G Olguin,2.35,4.0,4,0,7.0,2.0,0.0,92.0,Elder Elizabeth R,Cold River Farm,0.0,3.5,2.2,Clear,700.0,Allowance,FT
WO ,D,2016-09-09 00:00:00,TB,Glorious Moment,121,4,M,Lb,M Rainford,6.85,4.0,4,25000,5.0,4.0,0.0,81.0,Fairlie Scott H,"Ace Racing Stable, Inc.",0.0,0.0,0.0,Clear,850.0,Claiming,FT
WO ,D,2016-09-09 00:00:00,TB,Wingaway,119,3,F,,E Wilson,14.45,2.0,2,0,4.0,7.0,0.0,51.0,Attfield Roger L,Philip J. Solondz,0.0,0.0,0.0,Showery,900.0,Maiden Special Weight,YL
WO ,D,2016-09-09 00:00:00,TB,Emma's Love,119,6,M,Lb,K Johnson,20.45,1.0,1,6000,5.0,6.0,0.0,61.0,Gerl Robert,Pat Ionta,0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
